"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.850488128,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.721242513,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.106812222,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.008189635,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.275508818,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.691394333,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.967198519,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.497152633,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.897433739,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.880483995,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.361357862,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.196712937,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.485163455,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.650171647,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.601863521,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.439655469,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.295307468,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.003254372,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.403553685,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.127661985,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-6.606631293,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",4.916091681,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-2.05490198,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.538927152,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-4.361139226,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",3.193613379,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.931058051,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.826502745,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-3.834744164,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.90723131,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.612950809,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.610151482,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.33272241,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.199627187,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.312334848,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",3.106464065,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-3.316777698,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.079891649,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",3.846752606,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.557404902,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-1.712703226,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",5.863722656,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.11478865,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.925019057,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-3.336876351,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",6.974388838,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",2.911862786,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",3.122971959,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-3.953190235,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.065730126,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.568149145,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",3.997742881,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.089684088,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.218331288,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.770736352,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",2.36152273,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.794075539,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-1.492560209,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.742662786,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",4.742273925,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-6.942499645,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.087206581,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.84158831,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.823446864,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.641425096,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.029847415,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.729591892,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.033538722,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.361065142,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.085658608,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.336350215,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.130933036,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.692782118,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.146993818,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.218985245,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.216586554,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.529114954,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.803993683,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.934788322,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.641956172,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.768041332,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.650992966,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.564227306,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.585429575,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.54111587,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.746769791,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.38718278,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.656160291,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.199057098,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.452700714,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.305516255,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.596680496,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.496099212,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.292920672,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.423409183,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.355002114,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.069019083,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.382631967,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.596472835,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.166751655,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.552374299,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.138397435,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.497283852,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.017259139,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.882513084,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-19.039337959,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.131886707,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.975470496,
"EST","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.434901692,
"EST","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.327718343,
"EST","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.530144299,
"EST","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.167766477,
"EST","QGDP","TOT","PC_CHGPP","Q","2011-Q1",2.080182449,
"EST","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.933291176,
"EST","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.655708351,
"EST","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.051377594,
"EST","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.579024816,
"EST","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.153044251,
"EST","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.44791175,
"EST","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.849749299,
"EST","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.435918377,
"EST","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.251308728,
"EST","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.247135107,
"EST","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.059594261,
"EST","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.631393851,
"EST","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.411656346,
"EST","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.333171294,
"EST","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.487564646,
"EST","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-1.384985779,
"EST","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.951008581,
"EST","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.755695311,
"EST","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.195503606,
"EST","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.599575311,
"EST","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.082967379,
"EST","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.132956695,
"EST","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.173468319,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.859266432,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.63991987,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421530643,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.551160741,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.939774184,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.165932046,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.694312444,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.239140885,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q1",2.467312716,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.432195944,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.411907273,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.479388454,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.146032573,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.22255945,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.507549818,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.097786257,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.863569,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.683518,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.585373,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.22505,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.217843,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.002327,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-1.243706,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.817188,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.069457,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.07525,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.093894,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.16163,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.563835,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.074282,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.633382,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.201104,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.253256,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.072442,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.673875,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.358693,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.68468,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.467773,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.301653,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.222825,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.152059,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.352638,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.848382,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.720497,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.654390627,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.117777678,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.366774101,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.75496245,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.637068635,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.388425304,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.799291634,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.6788178,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.806536251,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.031117164,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.427959739,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.087246128,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.331010768,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.769371899,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.198222299,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.607794065,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.028196,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.149925,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.051135,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.067103,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.155975,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.31689,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.648079,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.64856,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.937142,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.961235,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.50969,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.762657,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.319632,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.087487,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.054727,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.166619,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.367436,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.463352,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.740035,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.858377,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.147594,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.072777,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.91003,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.969062,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.677651,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.419409,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.88707,
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.464567,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.793789658,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.073786986,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.577280996,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.62554452,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.549619907,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.52043867,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.610602276,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.554108131,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.522265726,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.378039987,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.353791001,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.414757334,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.250324773,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.878839015,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.412377136,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.405251351,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.052423963,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.220727558,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.825372052,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.842341623,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-1.058406346,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.847349576,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.43990528,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.160028484,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.388586801,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.907241243,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.367856652,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.077727398,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.375273858,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.896068116,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.97055248,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.109035687,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.806484974,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.836177003,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.108178631,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.494999796,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.527813639,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.099586047,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.118945754,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.10037119,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.706518901,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.217616773,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.198527134,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.291664152,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.738375137,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.258307119,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.796610157,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.407114149,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.024536993,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.040118736,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.662251656,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.46088477,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.573372777,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.079534792,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.180231161,
